MAIN_ID,RA,DEC,PMRA,PMDEC,MAG_V,MAG_U,MAG_USE
M003684,0 24 3.36564,-72 6 10.0008,0.644,0.665,19.002,20.697,19.26
M003691,0 24 14.85324,-72 6 9.9828,-0.55,-0.415,18.296,19.316,18.51
M003692,0 24 6.35616,-72 6 9.97920000001,-0.647,0.403,17.974,18.709,18.08
M003699,0 24 12.1194,-72 6 9.95400000002,0.166,-0.324,18.444,19.277,18.6
M003702,0 24 2.4606,-72 6 9.93240000002,0.453,0.0651,17.775,18.515,17.88
M003708,0 24 10.72872,-72 6 9.91080000003,0.579,-0.431,18.835,19.834,19.0
M003714,0 24 2.77308,-72 6 9.88559999999,-0.159,0.16,19.043,20.135,19.19
M003715,0 24 5.61492,-72 6 9.882,-0.518,0.131,18.788,19.775,18.93
M003718,0 24 3.2634,-72 6 9.87480000001,-1.47,0.124,18.342,19.177,18.46
M003725,0 24 15.4152,-72 6 9.84959999997,0.773,-1.69,18.754,19.858,18.99
M003731,0 24 3.91644,-72 6 9.8208,0.271,0.384,18.128,18.885,18.24
M003746,0 24 11.3004,-72 6 9.78119999999,-0.865,-0.712,19.028,20.121,19.18
M003747,0 24 15.66324,-72 6 9.78119999999,-0.00525,1.57,18.317,19.164,18.48
M003750,0 24 1.59444,-72 6 9.77400000001,-0.643,0.0889,17.784,18.549,17.9
M003757,0 24 6.48612,-72 6 9.73440000001,2.22,0.235,20.292,22.354,20.5
M003774,0 24 15.10236,-72 6 9.68039999999,0.43,-0.286,17.228,18.374,17.45
M003793,0 24 4.45536,-72 6 9.61200000001,-4.57,0.585,18.897,21.064,19.22
M003799,0 24 4.17924,-72 6 9.59040000002,-0.346,-2.01,19.462,20.981,19.71
M003809,0 24 6.28452,-72 6 9.56519999998,0.0711,1.04,18.127,18.87,18.24
M003819,0 24 12.7836,-72 6 9.53999999999,-0.136,0.747,19.215,20.469,19.36
M003840,0 24 5.74128,-72 6 9.4752,0.69,-0.134,19.468,21.022,19.71
M003844,0 23 59.36856,-72 6 9.47160000001,0.204,0.446,18.004,18.733,18.12
M003855,0 24 13.91976,-72 6 9.43200000001,-0.811,0.291,18.467,19.318,18.61
M003857,0 23 59.64396,-72 6 9.42840000002,0.946,-0.232,18.251,19.074,18.38
M003860,0 24 12.45348,-72 6 9.42119999998,-0.663,-0.0835,17.389,18.207,17.53
M003862,0 24 11.73636,-72 6 9.41759999999,-0.00389,0.731,17.931,18.673,18.03
M003864,0 24 5.59548,-72 6 9.41759999999,-0.0922,1.05,19.593,21.265,19.85
M003871,0 24 5.1444,-72 6 9.38159999998,-0.0865,-0.0256,19.185,20.478,19.37
M003881,0 24 4.72716,-72 6 9.34920000001,-0.331,0.624,18.615,19.475,18.76
M003890,0 24 14.30964,-72 6 9.3312,-0.895,-0.108,19.444,21.064,19.77
M003893,0 24 11.47896,-72 6 9.32400000002,0.721,0.439,19.004,19.997,19.13
M003897,0 24 11.35008,-72 6 9.3132,0.9,-0.674,19.297,20.598,19.44
M003901,0 24 1.16136,-72 6 9.29519999999,0.351,-0.0432,18.713,19.714,18.89
M003932,0 23 58.99524,-72 6 9.17639999999,-0.325,-0.0523,17.695,18.415,17.82
M003935,0 24 9.61956,-72 6 9.16560000001,1.08,-0.0083,17.294,18.249,17.47
M003941,0 24 1.359,-72 6 9.14039999997,0.379,-0.418,18.909,19.992,19.08
M003964,0 24 12.29688,-72 6 9.03960000002,-0.579,-0.0953,17.865,18.541,17.95
M003968,0 24 4.79484,-72 6 9.02160000002,0.548,0.0362,17.87,18.653,18.0
M003978,0 24 12.47184,-72 6 8.9892,-0.751,0.595,19.626,21.302,19.79
M003981,0 24 13.14972,-72 6 8.97839999997,-0.0748,-0.0623,18.445,19.238,18.56
M003987,0 24 11.63664,-72 6 8.96040000002,-0.724,0.0956,19.704,21.286,19.88
M003993,0 24 14.40324,-72 6 8.95319999999,-1.92,-0.331,19.874,21.582,19.89
M003996,0 24 3.3426,-72 6 8.94240000001,-0.291,0.492,18.468,19.368,18.63
M004000,0 23 59.9424,-72 6 8.928,0.239,-1.6,19.999,21.665,20.1
M004004,0 23 59.18316,-72 6 8.89920000002,-0.0213,0.396,19.19,20.412,19.36
M004007,0 24 2.77056,-72 6 8.89199999999,0.59,0.0447,19.764,21.649,20.09
M004010,0 24 9.53424,-72 6 8.87399999998,-0.474,-0.821,19.326,20.812,19.58
M004013,0 24 1.62936,-72 6 8.86320000001,-0.359,0.298,18.656,19.631,18.84
M004015,0 24 6.44724,-72 6 8.85960000002,0.463,0.738,19.459,20.818,19.55
M004027,0 23 58.48152,-72 6 8.83079999999,-0.473,0.519,17.501,18.271,17.63
M004030,0 24 11.1762,-72 6 8.8272,-1.6,-0.27,19.728,21.294,19.84
M004042,0 24 16.41852,-72 6 8.77680000002,-0.376,-0.413,17.75,18.449,17.86
M004047,0 24 13.33224,-72 6 8.766,0.0487,1.69,17.909,18.632,18.04
M004048,0 24 13.61916,-72 6 8.766,1.18,0.0949,20.257,22.399,20.46
M004055,0 24 5.35464,-72 6 8.75159999998,0.702,0.518,19.297,20.837,19.61
M004057,0 24 9.14904,-72 6 8.7444,-0.089,0.331,19.473,21.002,19.69
M004065,0 23 58.965,-72 6 8.72999999999,-1.8,-0.216,19.784,21.68,20.02
M004073,0 24 1.75716,-72 6 8.71920000002,0.0962,0.0832,18.565,19.47,18.73
M004079,0 24 14.80896,-72 6 8.70120000001,-0.599,-1.25,19.899,21.597,20.08
M004084,0 24 10.65276,-72 6 8.67960000001,0.655,-1.18,19.207,20.539,19.42
M004087,0 24 11.25396,-72 6 8.67600000002,0.34,-0.703,18.169,18.976,18.31
M004091,0 24 2.58696,-72 6 8.6652,-0.408,-0.13,18.141,18.961,18.3
M004095,0 24 0.8712,-72 6 8.65440000003,-0.485,0.95,18.271,19.084,18.4
M004097,0 24 14.50548,-72 6 8.65079999998,-0.0336,-1.43,19.77,21.426,19.93
M004099,0 24 3.75192,-72 6 8.6436,-0.0529,-0.0399,18.47,19.362,18.63
M004105,0 24 1.94508,-72 6 8.63279999998,-1.14,-0.0548,18.937,20.113,19.17
M004110,0 24 15.31332,-72 6 8.61840000001,-0.651,0.0337,18.363,19.203,18.49
M004112,0 24 14.2596,-72 6 8.61480000002,-1.98,-0.939,19.312,20.365,19.53
M004114,0 24 12.31452,-72 6 8.60759999999,1.13,2.32,20.288,22.239,20.37
M004116,0 24 5.89212,-72 6 8.59680000002,0.981,-0.404,19.217,20.496,19.39
M004121,0 24 10.94112,-72 6 8.57880000001,0.512,0.523,17.364,18.225,17.53
M004122,0 24 14.40864,-72 6 8.57520000002,0.204,0.802,17.593,18.363,17.74
M004124,0 24 13.85856,-72 6 8.56799999999,0.161,-0.687,19.268,20.655,19.51
M004131,0 23 59.88732,-72 6 8.54999999998,-0.634,-0.411,17.49,18.221,17.6
M004132,0 23 59.02404,-72 6 8.5428,1.2,0.797,19.296,20.672,19.47
M004135,0 24 3.096,-72 6 8.5428,0.477,0.693,17.911,18.68,18.05
M004136,0 24 1.52064,-72 6 8.53920000001,0.916,-1.08,19.029,20.389,19.29
M004138,0 24 11.78748,-72 6 8.52479999999,-0.654,0.307,18.308,19.1,18.43
M004141,0 24 3.57228,-72 6 8.5212,-0.55,-0.213,17.644,18.404,17.78
M004147,0 24 10.78272,-72 6 8.5032,0.525,0.263,17.368,18.214,17.51
M004154,0 24 9.76248,-72 6 8.4636,-0.125,0.467,18.443,19.16,18.48
M004174,0 24 5.9544,-72 6 8.38439999999,2.72,0.561,20.255,22.305,20.44
M004183,0 24 11.11356,-72 6 8.3592,-0.296,-0.984,19.005,20.141,19.19
M004194,0 24 13.56264,-72 6 8.33400000002,0.388,0.459,18.379,19.329,18.5
M004206,0 24 13.71456,-72 6 8.298,0.0364,0.323,19.05,20.186,19.2
M004208,0 24 13.82256,-72 6 8.29080000002,-1.89,0.0399,19.999,21.87,20.14
M004211,0 24 4.1814,-72 6 8.27640000001,0.0117,-1.09,17.651,18.429,17.77
M004212,0 24 2.72556,-72 6 8.26919999997,0.146,-0.521,19.278,20.615,19.46
M004215,0 24 6.47208,-72 6 8.2584,0.962,0.614,18.574,19.514,18.68
M004217,0 24 10.23408,-72 6 8.25120000002,-1.02,0.743,19.835,21.584,20.03
M004227,0 24 15.60204,-72 6 8.2188,-1.11,-0.662,19.199,20.434,19.37
M004230,0 24 3.51468,-72 6 8.21520000001,-1.12,0.792,18.919,20.011,19.06
M004233,0 24 12.32856,-72 6 8.20799999998,0.176,0.574,18.89,19.98,19.06
M004243,0 23 58.85088,-72 6 8.1792,-0.216,0.0511,18.587,19.525,18.76
M004249,0 24 0.24444,-72 6 8.17200000002,-0.117,0.118,19.285,20.606,19.48
M004263,0 23 58.3458,-72 6 8.12880000002,-0.666,0.617,18.785,19.816,18.94
M004265,0 24 5.30316,-72 6 8.12519999998,-0.522,-0.421,18.286,19.125,18.41
M004266,0 24 15.14844,-72 6 8.12159999999,-0.369,-0.938,18.495,19.286,18.59
M004267,0 24 9.13248,-72 6 8.118,-1.46,-0.36,19.121,20.291,19.3
M004275,0 24 6.29712,-72 6 8.10719999997,-0.98,0.499,18.627,19.559,18.75
M004278,0 24 11.50596,-72 6 8.10359999998,-1.13,-1.26,17.266,18.488,17.47
M004300,0 24 14.7258,-72 6 8.02800000002,0.202,-0.137,17.586,18.366,17.74
M004305,0 24 9.48168,-72 6 8.0172,0.747,-0.83,18.932,20.021,19.11
M004316,0 24 3.92832,-72 6 7.974,-0.316,1.19,17.813,18.576,17.95
M004321,0 24 2.36304,-72 6 7.95240000001,0.726,0.209,18.168,18.97,18.28
M004323,0 24 9.60156,-72 6 7.94880000002,-0.471,-0.0275,18.816,19.847,19.0
M004330,0 24 5.77296,-72 6 7.92720000002,0.421,1.62,17.49,18.347,17.74
M004332,0 24 13.4478,-72 6 7.92359999998,-2.0,-4.35,19.545,21.392,20.03
M004345,0 24 9.234,-72 6 7.88760000002,0.765,-0.27,19.841,21.711,20.1
M004374,0 23 59.94168,-72 6 7.80840000001,0.0635,0.111,18.803,19.807,18.94
M004377,0 24 6.0048,-72 6 7.794,-0.397,-0.782,19.588,21.19,19.8
M004378,0 23 59.27352,-72 6 7.79040000001,0.3,-0.0417,17.367,18.238,17.53
M004388,0 24 16.99416,-72 6 7.76159999998,-0.185,0.557,18.38,19.184,18.47
M004392,0 24 4.28868,-72 6 7.7508,0.446,-0.348,18.56,19.196,18.39
M004393,0 24 10.64844,-72 6 7.74720000001,0.436,-1.02,18.57,19.482,18.7
M004399,0 24 10.75716,-72 6 7.71479999999,-0.364,1.06,18.671,19.637,18.82
M004400,0 24 1.0908,-72 6 7.71479999999,-0.492,-1.5,18.298,19.124,18.44
M004405,0 24 3.18312,-72 6 7.69679999999,-0.935,-0.295,17.357,18.22,17.5
M004406,0 24 4.68648,-72 6 7.6932,0.012,-0.0727,19.861,21.643,20.07
M004425,0 23 58.2288,-72 6 7.65,-1.98,0.177,19.266,20.523,19.45
M004428,0 24 6.09228,-72 6 7.63919999998,0.567,-0.147,19.235,20.518,19.4
M004430,0 24 11.81376,-72 6 7.62480000002,0.201,0.12,18.555,19.392,18.72
M004432,0 23 57.86556,-72 6 7.59599999999,0.191,-0.845,18.512,19.368,18.64
M004433,0 24 9.43344,-72 6 7.5924,-0.959,-0.414,19.572,21.042,19.68
M004436,0 24 15.32844,-72 6 7.56720000001,-0.00992,0.185,20.29,22.441,20.49
M004439,0 23 58.29216,-72 6 7.55639999998,1.03,-0.264,19.588,21.191,19.77
M004443,0 24 5.30244,-72 6 7.54560000001,-0.643,-1.21,18.211,19.009,18.32
M004444,0 24 16.65216,-72 6 7.54560000001,-0.175,0.0343,18.425,19.295,18.6
M004450,0 24 4.93848,-72 6 7.52400000001,0.294,0.152,17.869,18.662,18.0
M004453,0 23 57.31476,-72 6 7.5096,0.544,-0.637,19.502,20.863,19.69
M004470,0 24 9.57204,-72 6 7.45920000002,1.58,-0.377,19.163,20.381,19.27
M004473,0 24 12.44628,-72 6 7.45199999999,-0.468,0.561,17.892,18.661,18.06
M004483,0 24 10.62072,-72 6 7.41960000002,-0.728,-0.474,19.929,21.745,20.07
M004488,0 24 9.03852,-72 6 7.4088,-0.295,-1.33,17.008,18.583,17.25
M004498,0 24 9.50436,-72 6 7.39439999998,0.609,0.137,18.078,18.863,18.21
M004503,0 24 0.92592,-72 6 7.38000000002,0.294,-0.534,17.743,18.484,17.88
M004507,0 24 15.93756,-72 6 7.35840000002,-0.0392,-1.36,18.733,19.675,18.81
M004511,0 24 10.07172,-72 6 7.34400000001,0.218,0.668,18.85,19.864,18.99
M004512,0 23 58.08336,-72 6 7.34400000001,0.107,-0.639,19.011,20.159,19.19
M004513,0 24 3.81708,-72 6 7.34040000002,0.705,-1.26,20.143,22.213,20.4
M004515,0 24 4.5828,-72 6 7.32959999999,0.897,-1.15,19.165,20.469,19.3
M004516,0 24 15.12864,-72 6 7.32959999999,1.02,0.345,18.82,19.823,19.0
M004550,0 24 10.23588,-72 6 7.2252,0.403,0.0348,18.851,19.833,19.03
M004555,0 24 1.593,-72 6 7.22160000001,0.0777,0.189,18.531,19.825,18.74
M004559,0 24 5.75748,-72 6 7.21079999999,-0.0368,-0.679,17.354,18.327,17.49
M004562,0 24 3.28068,-72 6 7.20000000001,-1.01,1.11,17.746,18.493,17.87
M004571,0 24 13.73076,-72 6 7.17479999998,-0.0351,0.843,18.549,19.472,18.69
M004579,0 24 5.59548,-72 6 7.15680000002,-0.0618,-0.993,19.147,20.444,19.21
M004583,0 23 59.93124,-72 6 7.14959999999,0.104,0.271,18.88,19.978,19.06
M004584,0 23 58.86312,-72 6 7.146,0.0946,-0.257,18.993,20.025,19.11
M004590,0 24 0.45972,-72 6 7.1244,-0.125,0.178,19.265,20.526,19.43
M004592,0 23 58.52616,-72 6 7.11720000002,-0.557,-0.22,18.76,19.85,18.94
M004596,0 24 4.47588,-72 6 7.1028,-0.98,0.173,18.958,20.023,19.08
M004598,0 24 0.36936,-72 6 7.09199999998,0.231,-0.972,19.411,20.717,19.54
M004608,0 24 0.846360000001,-72 6 7.04879999999,-1.38,0.469,18.69,19.679,18.87
M004610,0 23 58.98696,-72 6 7.04879999999,1.45,0.879,19.792,21.456,20.01
M004613,0 24 4.32972,-72 6 7.03800000001,0.312,0.47,18.146,18.793,18.1
M004614,0 24 10.81116,-72 6 7.03800000001,0.0132,-0.278,17.921,18.688,18.06
M004615,0 23 59.71272,-72 6 7.03800000001,-0.0602,-0.0991,17.19,18.667,17.42
M004623,0 23 57.51708,-72 6 7.00559999999,0.266,0.199,19.143,20.277,19.25
M004625,0 24 15.94764,-72 6 7.00559999999,0.0458,-0.237,17.961,18.78,18.09
M004627,0 23 58.68996,-72 6 7.002,0.915,0.8,19.047,20.164,19.2
M004631,0 24 13.4424,-72 6 6.99840000001,0.907,-0.405,19.934,21.829,20.15
M004633,0 23 58.01208,-72 6 6.99480000002,0.0918,-0.279,19.35,20.696,19.55
M004640,0 24 12.31344,-72 6 6.97680000001,-0.924,-0.265,17.423,18.24,17.58
M004644,0 24 9.12816,-72 6 6.96959999998,0.31,0.331,17.315,18.231,17.46
M004645,0 24 12.98448,-72 6 6.96959999998,0.0293,-0.776,18.131,18.884,18.23
M004653,0 24 14.89392,-72 6 6.94439999999,0.634,-1.56,19.467,20.833,19.67
M004658,0 24 14.28876,-72 6 6.93360000002,0.124,-0.94,18.983,20.448,19.29
M004659,0 24 10.73952,-72 6 6.92639999999,-2.47,0.764,19.465,20.657,19.62
M004662,0 23 57.36372,-72 6 6.91920000001,0.452,-0.351,18.67,19.589,18.82
M004665,0 24 15.54156,-72 6 6.90839999998,-0.905,1.03,19.06,20.224,19.22
M004666,0 24 3.8484,-72 6 6.90839999998,-0.0534,0.668,18.542,19.767,18.79
M004669,0 24 1.79136,-72 6 6.9012,-0.332,-0.982,19.387,20.777,19.5
M004672,0 23 56.86548,-72 6 6.89400000002,0.0117,-0.323,18.68,19.618,18.81
M004673,0 24 0.92844,-72 6 6.89400000002,0.159,0.753,18.339,19.111,18.47
M004677,0 24 4.00896,-72 6 6.8832,-0.236,0.437,17.412,18.308,17.64
M004688,0 24 11.05812,-72 6 6.8616,0.592,-0.114,17.317,18.242,17.49
M004692,0 24 16.0776,-72 6 6.85440000002,0.167,0.253,18.64,19.6,18.8
M004694,0 23 58.78104,-72 6 6.84719999998,-0.449,0.972,19.142,20.266,19.3
M004705,0 23 59.48556,-72 6 6.822,0.244,0.686,18.04,18.766,18.15
M004706,0 24 17.62236,-72 6 6.81840000001,-0.364,-0.936,19.173,20.643,19.37
M004708,0 24 5.53068,-72 6 6.81120000002,-0.106,0.26,17.861,18.627,17.97
M004723,0 24 3.55572,-72 6 6.76439999999,-0.585,-0.754,17.497,18.288,17.63
M004725,0 24 12.49164,-72 6 6.7608,0.616,1.16,20.186,22.418,20.5
M004732,0 24 4.13172,-72 6 6.7392,-0.0297,-0.219,17.541,18.41,17.69
M004738,0 24 10.96164,-72 6 6.71040000002,-0.853,0.0725,17.823,18.561,17.96
M004740,0 24 2.80692,-72 6 6.6996,0.639,-0.261,19.229,20.437,19.37
M004744,0 23 58.29072,-72 6 6.678,0.51,0.584,18.898,19.98,19.07
M004745,0 24 16.3368,-72 6 6.67440000001,0.108,-1.05,19.78,21.759,20.11
M004752,0 23 59.87472,-72 6 6.66719999998,-1.12,0.259,19.357,20.648,19.5
M004758,0 24 10.59516,-72 6 6.65280000001,0.292,-0.447,18.963,20.133,19.15
M004761,0 23 59.97876,-72 6 6.64559999998,0.61,0.124,17.848,18.571,17.95
M004770,0 24 16.49376,-72 6 6.62399999998,-0.0445,-0.397,18.361,19.148,18.51
M004771,0 24 2.22876,-72 6 6.62039999999,0.34,0.661,18.527,19.453,18.7
M004775,0 24 10.21644,-72 6 6.60599999998,-1.21,-0.522,17.354,18.285,17.49
M004778,0 24 10.11924,-72 6 6.60239999999,-1.54,-0.795,19.952,21.701,20.1
M004791,0 24 8.94996,-72 6 6.57000000002,-0.228,-0.0896,17.065,18.581,17.33
M004792,0 24 9.9054,-72 6 6.56639999998,-0.336,0.389,17.751,18.538,17.94
M004795,0 24 12.2562,-72 6 6.56279999999,-1.11,-0.443,17.878,18.629,17.99
M004799,0 24 17.17596,-72 6 6.54840000002,0.978,-1.34,18.314,19.123,18.44
M004804,0 23 57.39648,-72 6 6.52319999998,-0.211,0.989,18.904,19.934,19.06
M004805,0 24 12.9582,-72 6 6.52319999998,0.0728,-0.211,18.705,19.542,18.78
M004813,0 24 17.33436,-72 6 6.50159999999,-0.446,-0.519,18.647,19.615,18.83
M004819,0 24 14.8356,-72 6 6.48720000002,0.776,-0.103,17.037,18.603,17.11
M004827,0 24 13.09716,-72 6 6.4764,-0.82,0.292,18.617,19.56,18.78
M004833,0 24 10.69416,-72 6 6.45839999999,-0.662,0.866,19.026,20.172,19.2
M004837,0 24 0.32796,-72 6 6.44039999999,0.66,0.0755,17.33,18.213,17.49
M004838,0 24 12.14712,-72 6 6.4368,3.0,-2.51,20.183,22.022,20.33
M004842,0 24 11.84004,-72 6 6.42600000002,0.253,-0.605,19.198,20.287,19.19
M004843,0 24 10.27548,-72 6 6.42600000002,0.107,1.35,16.68,18.418,16.96
M004848,0 24 17.59644,-72 6 6.40439999998,0.383,-1.26,19.638,21.241,19.84
M004858,0 24 3.84588,-72 6 6.36840000002,-0.237,0.136,17.17,18.657,17.39
M004875,0 24 6.22548,-72 6 6.32880000001,0.0133,-0.236,19.991,21.951,20.25
M004877,0 24 1.65816,-72 6 6.32880000001,-0.364,-0.898,19.814,21.593,19.98
M004882,0 24 1.74636,-72 6 6.31080000001,-0.484,0.124,17.672,18.442,17.83
M004883,0 24 4.13316,-72 6 6.31080000001,0.482,-0.55,18.98,20.004,19.03
M004889,0 23 56.06556,-72 6 6.29639999999,1.05,1.4,19.762,21.357,19.94
M004896,0 24 0.64584,-72 6 6.27120000001,0.549,-0.539,19.536,21.032,19.76
M004906,0 24 1.40004,-72 6 6.23519999999,0.532,0.472,19.673,21.383,19.93
M004913,0 24 5.30568,-72 6 6.21000000001,-0.498,-0.991,18.425,19.339,18.59
M004921,0 23 57.59952,-72 6 6.18840000001,-0.0706,0.469,19.368,20.558,19.45
M004950,0 24 13.61268,-72 6 6.08760000001,-0.0151,-0.315,20.309,22.526,20.55
M004952,0 23 59.80596,-72 6 6.08039999998,0.00497,0.301,18.525,19.457,18.67
M004961,0 23 59.1018,-72 6 6.04440000002,0.41,-0.708,18.108,18.911,18.25
M004968,0 24 12.70404,-72 6 6.03,-0.248,-0.742,18.986,20.039,19.1
M004974,0 24 4.20948,-72 6 6.02280000002,0.35,0.25,18.235,19.055,18.36
M004975,0 24 12.47112,-72 6 6.02280000002,0.0555,-0.664,18.79,19.751,18.91
M004977,0 24 2.45772,-72 6 6.01919999998,-0.585,-0.0132,17.82,18.632,17.96
M004978,0 24 9.2916,-72 6 6.01919999998,0.367,-0.726,19.023,20.147,19.21
M004999,0 24 9.846,-72 6 5.9688,-0.182,1.58,18.723,19.674,18.84
M005001,0 24 4.42152,-72 6 5.96520000001,0.713,-0.0872,17.235,18.583,17.45
M005009,0 24 14.97456,-72 6 5.94720000001,0.109,-0.783,19.933,21.499,20.07
M005010,0 23 58.45704,-72 6 5.94720000001,-0.0345,-0.0257,19.218,20.546,19.42
M005011,0 23 59.57016,-72 6 5.94720000001,0.134,-0.37,19.505,20.951,19.71
M005013,0 24 13.06656,-72 6 5.93639999998,0.576,-0.477,19.934,21.727,20.17
M005016,0 24 14.14368,-72 6 5.92560000001,0.816,0.601,18.249,18.905,18.27
M005023,0 24 13.82904,-72 6 5.90040000002,-0.306,-0.806,18.517,19.4,18.67
M005028,0 24 1.63008,-72 6 5.8896,0.189,-0.0343,17.863,18.6,18.0
M005032,0 24 4.6386,-72 6 5.88240000002,-0.0523,0.295,17.624,18.385,17.76
M005050,0 24 17.29188,-72 6 5.83199999999,1.16,-0.462,18.392,19.241,18.5
M005055,0 24 10.64628,-72 6 5.82120000002,-1.68,-0.585,19.715,21.311,19.93
M005057,0 24 15.32304,-72 6 5.81760000003,0.558,-0.0551,18.104,18.868,18.26
M005060,0 24 17.46576,-72 6 5.81039999999,0.545,-0.279,19.423,20.831,19.61
M005063,0 24 15.68448,-72 6 5.8068,-0.208,0.481,19.255,20.594,19.45
M005069,0 24 12.35196,-72 6 5.79239999999,-0.238,-0.6,18.153,18.955,18.28
M005070,0 24 3.25476,-72 6 5.7888,0.871,0.465,19.949,21.843,20.22
M005076,0 23 57.51276,-72 6 5.77800000002,-0.84,1.68,18.815,19.815,18.96
M005084,0 24 3.9582,-72 6 5.76000000002,-0.205,0.215,19.982,22.01,20.28
M005088,0 24 10.95336,-72 6 5.75279999998,1.83,0.232,17.854,18.65,18.05
M005097,0 24 11.19636,-72 6 5.73119999999,-0.379,1.17,17.743,18.206,17.78
M005098,0 24 15.05628,-72 6 5.73119999999,1.46,-0.1,20.134,22.24,20.43
M005101,0 24 17.20512,-72 6 5.7276,0.327,-0.0792,20.354,22.369,20.5
M005105,0 23 59.23068,-72 6 5.71319999998,-0.828,-0.379,17.69,18.428,17.81
M005111,0 24 9.63324,-72 6 5.69159999999,-0.046,1.14,18.627,19.53,18.79
M005121,0 24 3.59172,-72 6 5.66999999999,0.345,1.1,19.231,20.43,19.36
M005128,0 24 5.6772,-72 6 5.63760000002,-0.0212,0.579,18.38,19.187,18.46
M005131,0 24 15.97752,-72 6 5.63039999999,-0.495,-0.717,19.35,20.626,19.41
M005132,0 24 17.118,-72 6 5.63039999999,0.603,-0.188,19.115,20.288,19.29
M005140,0 23 58.16436,-72 6 5.60879999999,0.109,-1.11,18.731,19.732,18.9
M005142,0 24 10.03428,-72 6 5.60160000001,0.0878,-0.722,16.877,18.466,17.15
M005150,0 24 2.18664,-72 6 5.5836,0.302,0.985,19.237,20.398,19.34
M005155,0 23 57.75612,-72 6 5.57640000002,0.323,1.01,18.086,18.818,18.22
M005163,0 23 56.976,-72 6 5.53680000002,0.356,0.454,18.426,19.246,18.55
M005172,0 24 3.0222,-72 6 5.51159999998,-0.0305,-0.786,18.693,19.631,18.81
M005174,0 24 13.93488,-72 6 5.5044,-0.35,-0.563,19.121,20.263,19.27
M005186,0 24 0.0212400000003,-72 6 5.47920000001,-0.779,0.348,19.459,20.832,19.63
M005191,0 24 16.0614,-72 6 5.4648,0.289,-0.153,16.635,18.296,16.93
M005196,0 24 0.311760000001,-72 6 5.45039999998,0.00567,-0.77,17.628,18.396,17.81
M005200,0 24 17.80272,-72 6 5.44679999999,-0.02,0.349,16.701,18.372,16.97
M005201,0 24 14.00004,-72 6 5.4432,1.42,0.198,19.669,21.263,19.79
M005203,0 24 3.47004,-72 6 5.4432,0.155,-0.324,18.22,19.037,18.34
M005213,0 24 14.96592,-72 6 5.41800000001,0.605,0.375,18.748,19.74,18.88
M005214,0 24 4.90176,-72 6 5.41800000001,0.44,-0.579,19.538,21.13,19.77
M005216,0 24 3.14424,-72 6 5.41440000002,0.162,0.944,18.308,19.11,18.43
M005218,0 24 5.32368,-72 6 5.41079999998,-1.07,0.34,17.994,18.77,18.11
M005225,0 24 12.25008,-72 6 5.37840000001,-0.153,-0.341,18.932,20.007,19.08
M005226,0 23 56.80968,-72 6 5.37480000002,0.522,-0.12,19.319,20.63,19.48
M005229,0 24 5.0328,-72 6 5.37119999998,1.46,1.11,19.755,21.398,19.92
M005238,0 23 59.77104,-72 6 5.35680000001,-0.753,-0.0683,17.404,18.202,17.55
M005239,0 24 13.49388,-72 6 5.35320000002,-0.163,-0.322,18.564,19.365,18.61
M005244,0 23 55.10436,-72 6 5.33880000001,1.33,0.818,19.661,21.242,19.89
M005246,0 24 9.36144,-72 6 5.33520000002,0.726,0.392,19.397,20.777,19.52
M005252,0 24 18.07704,-72 6 5.32799999998,0.818,-0.132,20.293,22.55,20.56
M005277,0 24 9.98748,-72 6 5.2596,-1.47,0.326,19.549,20.963,19.64
M005278,0 23 58.36416,-72 6 5.25600000001,-0.453,0.44,17.59,18.347,17.71
M005281,0 24 10.37448,-72 6 5.2416,-0.925,-0.994,19.023,20.229,19.2
M005296,0 24 10.12752,-72 6 5.20199999999,-0.843,0.657,19.436,20.939,19.65
M005313,0 23 56.6664,-72 6 5.17320000002,-0.999,0.381,18.299,19.094,18.42
M005315,0 24 2.51676,-72 6 5.16599999998,-0.522,-0.00495,18.306,19.163,18.43
M005318,0 24 8.82288,-72 6 5.16239999999,0.463,0.498,18.049,18.777,18.15
M005320,0 24 17.50716,-72 6 5.15160000002,0.00502,-0.728,17.689,18.467,17.79
M005326,0 24 5.15736,-72 6 5.13000000002,0.373,0.523,19.843,21.501,19.98
M005334,0 24 13.53672,-72 6 5.11560000001,1.78,0.564,19.266,20.478,19.31
M005338,0 24 10.53756,-72 6 5.10479999998,-0.255,-0.954,17.873,18.793,18.06
M005348,0 24 3.91896,-72 6 5.08679999998,-1.09,-0.359,18.713,19.698,18.87
M005354,0 24 12.03696,-72 6 5.0796,0.7,0.449,17.318,18.275,17.49
M005359,0 24 14.16528,-72 6 5.06519999998,1.61,0.0889,19.875,21.582,19.92
M005366,0 24 2.16828,-72 6 5.05080000002,0.116,-1.72,18.49,19.374,18.61
M005385,0 24 4.85928,-72 6 5.00399999998,-0.0749,-0.0385,19.473,20.948,19.66
M005386,0 24 11.9232,-72 6 5.00399999998,-1.16,-0.702,20.16,22.142,20.39
M005394,0 24 10.61064,-72 6 4.98239999999,0.208,0.884,17.742,18.514,17.9
M005398,0 24 3.26016,-72 6 4.97879999999,-0.0977,-0.123,19.217,20.476,19.4
M005401,0 24 13.92372,-72 6 4.9752,-0.0949,-0.441,19.293,20.637,19.4
